"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype","change"
"TFPI21",0.639365567470741,0.216147637353112,0.008,0.01,1,"TFPI2","boundaries_150","stable"
"COCH1",0.639629580703146,0.349352085080791,0.008,0.01,1,"COCH","boundaries_150","stable"
"SLC19A1",0.639629580703146,0.465031827769437,0.008,0.01,1,"SLC19A1","boundaries_150","stable"
"MICB1",0.63974100280817,0.756597192532603,0.036,0.032,1,"MICB","boundaries_150","stable"
"BCAN1",0.640177276415905,1.02143599901866,0.011,0.009,1,"BCAN","boundaries_150","stable"
"IFIT21",0.640806363275743,0.442471129794817,0.02,0.023,1,"IFIT2","boundaries_150","stable"
"BMPER",0.640818199401754,0.65674629272064,0.008,0.01,1,"BMPER","boundaries_150","stable"
"APOBEC3D",0.641687974864109,0.163092319823172,0.012,0.014,1,"APOBEC3D","boundaries_150","stable"
"FCGR1A1",0.642801292114489,0.665403700211661,0.008,0.01,1,"FCGR1A","boundaries_150","stable"
"INKA21",0.64306589659486,0.995721099782975,0.008,0.01,1,"INKA2","boundaries_150","stable"
"PDGFB1",0.643126619760175,0.404449918714171,0.037,0.033,1,"PDGFB","boundaries_150","stable"
"PRODH1",0.64359524137573,0.569557781751653,0.008,0.01,1,"PRODH","boundaries_150","stable"
"ZER1",0.643727603186374,0.555837621831354,0.008,0.01,1,"ZER1","boundaries_150","stable"
"PRLR",0.643900450837866,0.220816903127768,0.01,0.012,1,"PRLR","boundaries_150","stable"
"MUC4",0.644124767061072,0.780753957249301,0.008,0.01,1,"MUC4","boundaries_150","stable"
"BAALC",0.644138661921524,0.448570596925919,0.01,0.012,1,"BAALC","boundaries_150","stable"
"EPHB2",0.644644509796048,0.161269902376346,0.021,0.018,1,"EPHB2","boundaries_150","stable"
"MCPH11",0.645432525212396,0.705261449161946,0.028,0.025,1,"MCPH1","boundaries_150","stable"
"PHGDH1",0.645836573144658,0.359722540091799,0.012,0.014,1,"PHGDH","boundaries_150","stable"
"CEP441",0.646055231162574,0.290442586352557,0.012,0.014,1,"CEP44","boundaries_150","stable"
"PRNCR11",0.646370287555066,0.561828060358611,0.011,0.009,1,"PRNCR1","boundaries_150","stable"
"RLF1",0.647716270049227,0.447400950722076,0.01,0.012,1,"RLF","boundaries_150","stable"
"MAP3K141",0.647822248673067,0.542765193579233,0.018,0.021,1,"MAP3K14","boundaries_150","stable"
"ICOS1",0.64796613136672,0.253823453114091,0.014,0.016,1,"ICOS","boundaries_150","stable"
"PPARGC1A",0.64884325843658,0.967012174878799,0.015,0.013,1,"PPARGC1A","boundaries_150","stable"
"AFG1L1",0.649777022419053,0.866704213715788,0.012,0.014,1,"AFG1L","boundaries_150","stable"
"TRIM211",0.649794779959774,0.614651587668139,0.041,0.045,1,"TRIM21","boundaries_150","stable"
"FADD",0.650444056915703,0.30563613903282,0.025,0.028,1,"FADD","boundaries_150","stable"
"FAAH",0.650873337502903,0.566732731584236,0.012,0.014,1,"FAAH","boundaries_150","stable"
"GPR1351",0.651312075254698,0.785618092082267,0.012,0.014,1,"GPR135","boundaries_150","stable"
"MFSD51",0.652242734357632,0.628972412523856,0.014,0.016,1,"MFSD5","boundaries_150","stable"
"BMP5",0.652409446025237,0.551430795194394,0.012,0.014,1,"BMP5","boundaries_150","stable"
"TREM11",0.654301644853573,1.1214972470676,0.023,0.021,1,"TREM1","boundaries_150","stable"
"CARD10",0.654631015496097,1.0753987245114,0.015,0.013,1,"CARD10","boundaries_150","stable"
"SSBP31",0.654783455407102,0.494954521490275,0.041,0.045,1,"SSBP3","boundaries_150","stable"
"HSPB111",0.654973826700554,0.980540767788287,0.058,0.055,1,"HSPB11","boundaries_150","stable"
"EPHA101",0.656326348592692,1.11669613558246,0.014,0.016,1,"EPHA10","boundaries_150","stable"
"IRF8",0.65835323889458,0.41676938856261,0.035,0.039,1,"IRF8","boundaries_150","stable"
"FBLN2",0.660840771027146,0.701556863494821,0.023,0.021,1,"FBLN2","boundaries_150","stable"
"GATA61",0.660904310733445,0.594439691297136,0.034,0.031,1,"GATA6","boundaries_150","stable"
"NMNAT1",0.661428889176517,0.877344301357474,0.023,0.021,1,"NMNAT1","boundaries_150","stable"
"NSUN21",0.661487784955253,0.118368523962572,0.041,0.045,1,"NSUN2","boundaries_150","stable"
"YES11",0.661592950303802,0.622634454031201,0.074,0.082,1,"YES1","boundaries_150","stable"
"IL4R",0.663459977465884,0.531191882744169,0.043,0.048,1,"IL4R","boundaries_150","stable"
"IRS11",0.670059789573241,0.468586026426265,0.023,0.026,1,"IRS1","boundaries_150","stable"
"NPM31",0.670360109741272,0.637436117755424,0.023,0.021,1,"NPM3","boundaries_150","stable"
"MOB21",0.671642710884628,0.167944941640256,0.019,0.022,1,"MOB2","boundaries_150","stable"
"MICAL21",0.67174226839739,0.307750826157716,0.067,0.073,1,"MICAL2","boundaries_150","stable"
"CTTNBP2NL1",0.671974895954497,0.847553976551307,0.054,0.051,1,"CTTNBP2NL","boundaries_150","stable"
"CASP91",0.672337341995183,1.24189371038905,0.022,0.019,1,"CASP9","boundaries_150","stable"
"F2RL31",0.672493626634129,1.18734700006806,0.014,0.012,1,"F2RL3","boundaries_150","stable"
"G6PD1",0.672612464857518,0.525917007498419,0.055,0.06,1,"G6PD","boundaries_150","stable"
"VDR1",0.672676424735413,0.303776466149188,0.052,0.057,1,"VDR","boundaries_150","stable"
"HDAC91",0.674463633687462,1.07863192658009,0.014,0.012,1,"HDAC9","boundaries_150","stable"
"MCM21",0.674482164884733,0.129123830405519,0.019,0.022,1,"MCM2","boundaries_150","stable"
"SYNPO21",0.675230354741528,0.479195529101396,0.014,0.012,1,"SYNPO2","boundaries_150","stable"
"DISC11",0.67573138864888,0.589780181274541,0.023,0.026,1,"DISC1","boundaries_150","stable"
"STAU11",0.67592137897636,0.393609720629585,0.112,0.11,1,"STAU1","boundaries_150","stable"
"SLC2A9",0.675944783688393,0.353952177621394,0.021,0.024,1,"SLC2A9","boundaries_150","stable"
"LCAT1",0.676764799527881,0.663799901558517,0.014,0.012,1,"LCAT","boundaries_150","stable"
"SLC24A11",0.676984115924905,0.978763230282545,0.014,0.012,1,"SLC24A1","boundaries_150","stable"
"RAPGEF3",0.677237306547086,0.126767725297132,0.019,0.022,1,"RAPGEF3","boundaries_150","stable"
"BCL2L131",0.677302087148618,0.492474397545464,0.038,0.042,1,"BCL2L13","boundaries_150","stable"
"TRIM231",0.678414620151229,0.465459841883164,0.025,0.028,1,"TRIM23","boundaries_150","stable"
"CD300C1",0.678520098401961,0.542870952881873,0.014,0.012,1,"CD300C","boundaries_150","stable"
"CTTN",0.681031433862322,0.603663135029673,0.112,0.111,1,"CTTN","boundaries_150","stable"
"CGRRF11",0.681558543215393,0.472791077962604,0.032,0.036,1,"CGRRF1","boundaries_150","stable"
"UBASH3A1",0.681868539251375,0.39033953042123,0.019,0.022,1,"UBASH3A","boundaries_150","stable"
"SIK21",0.682193262844646,0.766786463414726,0.022,0.019,1,"SIK2","boundaries_150","stable"
"ANPEP1",0.683135170393863,0.404466607283774,0.043,0.048,1,"ANPEP","boundaries_150","stable"
"NF21",0.683604850965873,0.886542875768803,0.051,0.049,1,"NF2","boundaries_150","stable"
"CISD21",0.684343221275414,0.283009245081566,0.057,0.062,1,"CISD2","boundaries_150","stable"
"TOP2A1",0.684711921332477,0.494864636982502,0.03,0.027,1,"TOP2A","boundaries_150","stable"
"PRRX1",0.686356166847782,0.63082982511937,0.033,0.03,1,"PRRX1","boundaries_150","stable"
"MIPOL11",0.686412584913133,0.143161313037555,0.015,0.017,1,"MIPOL1","boundaries_150","stable"
"ZNF827",0.687010626914286,0.437711642094526,0.017,0.019,1,"ZNF827","boundaries_150","stable"
"APOBEC3F1",0.688914437699793,0.225192969727003,0.015,0.017,1,"APOBEC3F","boundaries_150","stable"
"PPFIA11",0.689920506428386,0.172650346685127,0.059,0.064,1,"PPFIA1","boundaries_150","stable"
"SMOX1",0.690563252622144,0.988810388009328,0.025,0.023,1,"SMOX","boundaries_150","stable"
"ROR1",0.692031879840251,1.11827217976566,0.012,0.011,1,"ROR1","boundaries_150","stable"
"CD2AP1",0.692038922384353,0.400124093074119,0.045,0.049,1,"CD2AP","boundaries_150","stable"
"GPN21",0.692895321925906,0.24935743379349,0.022,0.019,1,"GPN2","boundaries_150","stable"
"IFNG1",0.693260620109046,0.811648411799829,0.017,0.015,1,"IFNG","boundaries_150","stable"
"KIR2DL11",0.696681206389869,1.1578143299287,0.012,0.011,1,"KIR2DL1","boundaries_150","stable"
"CD1D1",0.696732508929171,0.992199399217699,0.019,0.022,1,"CD1D","boundaries_150","stable"
"EPM2AIP11",0.696747049466324,0.661189522256607,0.017,0.019,1,"EPM2AIP1","boundaries_150","stable"
"BCORL11",0.697244892678469,1.23745186704371,0.015,0.017,1,"BCORL1","boundaries_150","stable"
"TNFSF91",0.697379594614846,0.92566103483102,0.012,0.011,1,"TNFSF9","boundaries_150","stable"
"IL3RA1",0.69754401199856,0.248450355851777,0.028,0.031,1,"IL3RA","boundaries_150","stable"
"FPR2",0.697845329282586,0.429973496506562,0.012,0.011,1,"FPR2","boundaries_150","stable"
"SELP1",0.698650799668054,0.373335475596981,0.013,0.015,1,"SELP","boundaries_150","stable"
"SDC21",0.698924409055643,0.601592046424227,0.039,0.037,1,"SDC2","boundaries_150","stable"
"ASCL21",0.69907020900871,0.224183397157593,0.009,0.011,1,"ASCL2","boundaries_150","stable"
"ZSCAN161",0.69947629601275,1.1329842955876,0.012,0.011,1,"ZSCAN16","boundaries_150","stable"
"GPRASP11",0.700590399905486,0.308565353434471,0.013,0.015,1,"GPRASP1","boundaries_150","stable"
"TSPOAP11",0.70180865570736,0.805677456584403,0.012,0.011,1,"TSPOAP1","boundaries_150","stable"
"ZGRF11",0.702742385833517,0.572446691343425,0.011,0.013,1,"ZGRF1","boundaries_150","stable"
"NIFK1",0.703653673429162,0.313826805791182,0.036,0.033,1,"NIFK","boundaries_150","stable"
"ADGRB21",0.704026997795907,0.380245509415744,0.011,0.013,1,"ADGRB2","boundaries_150","stable"
"CFAP431",0.704143824447634,0.502297348239383,0.012,0.011,1,"CFAP43","boundaries_150","stable"
"CREG21",0.704323520011608,0.27585498139515,0.009,0.011,1,"CREG2","boundaries_150","stable"
"DPF31",0.704451831167665,0.17337116959348,0.009,0.011,1,"DPF3","boundaries_150","stable"
"MEIS2",0.70470847078906,0.450711693341557,0.009,0.011,1,"MEIS2","boundaries_150","stable"
"TAL1",0.705735365181489,0.615584970661572,0.009,0.011,1,"TAL1","boundaries_150","stable"
"PDZD4",0.706249013553878,0.556258947414758,0.009,0.011,1,"PDZD4","boundaries_150","stable"
"CD2261",0.706505887942053,0.465068834048124,0.009,0.011,1,"CD226","boundaries_150","stable"
"PDHA11",0.707547058958737,0.802084859210095,0.034,0.038,1,"PDHA1","boundaries_150","stable"
"TRMT1L1",0.707737167113761,0.563968980196313,0.032,0.029,1,"TRMT1L","boundaries_150","stable"
"SDAD11",0.708557482166947,0.457157067180345,0.037,0.041,1,"SDAD1","boundaries_150","stable"
"PPP3CA1",0.708807419724633,0.165179519771274,0.047,0.044,1,"PPP3CA","boundaries_150","stable"
"FUT71",0.708822523146046,0.844087870658668,0.011,0.013,1,"FUT7","boundaries_150","stable"
"CA4",0.710105625883549,1.2940715151728,0.009,0.011,1,"CA4","boundaries_150","stable"
"IGF1R1",0.710518886888052,0.20635697104359,0.026,0.029,1,"IGF1R","boundaries_150","stable"
"LILRA41",0.714501245593995,0.549888113586911,0.02,0.018,1,"LILRA4","boundaries_150","stable"
"CDCA7L",0.714738587380201,0.658242546573602,0.024,0.027,1,"CDCA7L","boundaries_150","stable"
"MYB1",0.715969621832214,1.00576186272294,0.03,0.028,1,"MYB","boundaries_150","stable"
"SPIN11",0.717125840513464,0.74797302532229,0.069,0.076,1,"SPIN1","boundaries_150","stable"
"PHF6",0.717138491775458,0.416436813151322,0.022,0.025,1,"PHF6","boundaries_150","stable"
"GPATCH11",0.717328148509878,0.793735818599119,0.024,0.027,1,"GPATCH11","boundaries_150","stable"
"GMEB11",0.719191406354949,0.778523612360226,0.024,0.027,1,"GMEB1","boundaries_150","stable"
"LAT1",0.721007625529039,0.120528213094561,0.028,0.03,1,"LAT","boundaries_150","stable"
"CPB21",0.722003026278326,0.843542361706783,0.011,0.01,1,"CPB2","boundaries_150","stable"
"PHLDB3",0.723734993433794,0.784403482008209,0.024,0.027,1,"PHLDB3","boundaries_150","stable"
"SYTL21",0.725708945053822,0.487889800392409,0.045,0.042,1,"SYTL2","boundaries_150","stable"
"CD248",0.725773186588163,0.268328516195109,0.018,0.021,1,"CD248","boundaries_150","stable"
"CSPG41",0.726112201812147,0.610856081147097,0.011,0.01,1,"CSPG4","boundaries_150","stable"
"DNAH91",0.726610822090319,0.561561143287297,0.011,0.01,1,"DNAH9","boundaries_150","stable"
"CALCB1",0.727358969649943,0.957396878892632,0.011,0.01,1,"CALCB","boundaries_150","stable"
"CTH1",0.731518485562076,0.759903637671058,0.019,0.017,1,"CTH","boundaries_150","stable"
"GORAB1",0.731925862104266,0.564736186813344,0.018,0.021,1,"GORAB","boundaries_150","stable"
"FGR1",0.732780380598884,1.00668509810065,0.026,0.024,1,"FGR","boundaries_150","stable"
"KPNA31",0.732893275456567,0.19628516827948,0.028,0.03,1,"KPNA3","boundaries_150","stable"
"ELK11",0.735111805313476,0.367399360824389,0.054,0.058,1,"ELK1","boundaries_150","stable"
"CCRL21",0.735144741402153,0.911852755760583,0.019,0.017,1,"CCRL2","boundaries_150","stable"
"CD2741",0.735586172642695,0.684361973589582,0.02,0.023,1,"CD274","boundaries_150","stable"
"TINAGL11",0.736101020940134,0.146709027579619,0.031,0.033,1,"TINAGL1","boundaries_150","stable"
"NACC21",0.73887257108324,0.429401175486395,0.019,0.017,1,"NACC2","boundaries_150","stable"
"SLC9A3R2",0.739112556920587,0.398317083048784,0.053,0.051,1,"SLC9A3R2","boundaries_150","stable"
"MEIS11",0.739745531056422,0.338603413516971,0.024,0.026,1,"MEIS1","boundaries_150","stable"
"ENOX2",0.740990200451169,0.56547802079409,0.016,0.018,1,"ENOX2","boundaries_150","stable"
"TEFM1",0.741181858887405,0.766708290519681,0.026,0.024,1,"TEFM","boundaries_150","stable"
"MYOF1",0.741325160617542,0.384412434798677,0.067,0.072,1,"MYOF","boundaries_150","stable"
"CP1",0.743735549039128,1.10933369465978,0.014,0.013,1,"CP","boundaries_150","stable"
"CSF11",0.744513132497255,0.446259333121122,0.039,0.042,1,"CSF1","boundaries_150","stable"
"THAP31",0.744931155677812,0.542630872520754,0.022,0.021,1,"THAP3","boundaries_150","stable"
"MAP41",0.745603909022272,0.276454720961626,0.108,0.116,1,"MAP4","boundaries_150","stable"
"GMDS1",0.745989225089864,0.270685164162604,0.024,0.026,1,"GMDS","boundaries_150","stable"
"SAMD51",0.746755623482658,0.309764215457679,0.014,0.016,1,"SAMD5","boundaries_150","stable"
"POTEF1",0.748540830207503,1.0331051921515,0.03,0.032,1,"POTEF","boundaries_150","stable"
"PTK61",0.748692715724319,0.607685838887579,0.014,0.013,1,"PTK6","boundaries_150","stable"
"HCK1",0.749205036810545,0.644798757993508,0.053,0.051,1,"HCK","boundaries_150","stable"
"ULBP21",0.749788372697329,1.17617435605597,0.01,0.009,1,"ULBP2","boundaries_150","stable"
"CDC341",0.751027739265527,0.230017728606815,0.038,0.041,1,"CDC34","boundaries_150","stable"
"DNASE1L31",0.751528883371495,1.28022242431217,0.01,0.009,1,"DNASE1L3","boundaries_150","stable"
"CCDC92",0.751693194183667,0.126415148279571,0.038,0.041,1,"CCDC9","boundaries_150","stable"
"HTRA2",0.752333227580616,0.467809356449205,0.024,0.026,1,"HTRA2","boundaries_150","stable"
"STAT21",0.753189867063447,0.388429674169573,0.074,0.079,1,"STAT2","boundaries_150","stable"
"FZD1",0.753940006860785,0.507201521276401,0.012,0.014,1,"FZD1","boundaries_150","stable"
"NDST41",0.754801582119036,1.05643233204996,0.014,0.016,1,"NDST4","boundaries_150","stable"
"SNX19",0.755275651783016,0.170399255180711,0.036,0.039,1,"SNX19","boundaries_150","stable"
"BNC21",0.755895641370797,0.235563735242492,0.018,0.016,1,"BNC2","boundaries_150","stable"
"NME11",0.756508363687615,0.456057118129507,0.078,0.076,1,"NME1","boundaries_150","stable"
"CAMK11",0.757294938252551,0.294661678484571,0.01,0.009,1,"CAMK1","boundaries_150","stable"
"CFAP461",0.757990170171327,-0.213692585955294,0.011,0.012,1,"CFAP46","boundaries_150","stable"
"HMMR1",0.75808958520921,0.735306079170616,0.018,0.016,1,"HMMR","boundaries_150","stable"
"MTHFD11",0.758487103671458,0.914767431754704,0.028,0.03,1,"MTHFD1","boundaries_150","stable"
"MAPK9",0.759984815333807,0.40342925398507,0.042,0.045,1,"MAPK9","boundaries_150","stable"
"CEP191",0.761590122991292,0.247035756131975,0.011,0.012,1,"CEP19","boundaries_150","stable"
"DRD51",0.762008784534457,0.740095981303612,0.021,0.019,1,"DRD5","boundaries_150","stable"
"CCR8",0.762087073940229,0.270725487550132,0.011,0.012,1,"CCR8","boundaries_150","stable"
"REL1",0.762651005674897,0.217024170771743,0.02,0.022,1,"REL","boundaries_150","stable"
"SERPINA31",0.762926292022726,0.871232119826507,0.021,0.019,1,"SERPINA3","boundaries_150","stable"
"OXSM",0.762979891785321,0.358170543700013,0.022,0.024,1,"OXSM","boundaries_150","stable"
"MSC",0.763482947294729,0.396771245245881,0.018,0.016,1,"MSC","boundaries_150","stable"
"STAT5B1",0.764236515964749,0.247131693000657,0.045,0.049,1,"STAT5B","boundaries_150","stable"
"QPCTL1",0.764683048450879,0.626377615982532,0.018,0.016,1,"QPCTL","boundaries_150","stable"
"RELA",0.766316952894984,0.289008816945206,0.073,0.078,1,"RELA","boundaries_150","stable"
"FOLH1",0.766901492433511,-0.484486812522075,0.009,0.01,1,"FOLH1","boundaries_150","stable"
"LURAP11",0.767916646796399,1.31350592842479,0.013,0.012,1,"LURAP1","boundaries_150","stable"
"PAWR",0.769350723250369,0.781561120044546,0.031,0.029,1,"PAWR","boundaries_150","stable"
"SPATS2L1",0.7695350175783,0.159562762470205,0.051,0.054,1,"SPATS2L","boundaries_150","stable"
"TMEM237",0.771173498518394,1.11752139943014,0.011,0.012,1,"TMEM237","boundaries_150","stable"
"KCNJ111",0.771589791052977,0.540784142809188,0.009,0.01,1,"KCNJ11","boundaries_150","stable"
"MAP7D11",0.771616638311041,0.310975847284761,0.086,0.092,1,"MAP7D1","boundaries_150","stable"
"TEKT11",0.772107462604498,1.0173719043517,0.013,0.012,1,"TEKT1","boundaries_150","stable"
"SLC25A311",0.773246488078511,0.357142580595782,0.009,0.01,1,"SLC25A31","boundaries_150","stable"
"PHF231",0.774663596887374,0.705346808922237,0.048,0.052,1,"PHF23","boundaries_150","stable"
"RIPK31",0.774905043830525,0.744464840175822,0.013,0.012,1,"RIPK3","boundaries_150","stable"
"CACNA1G",0.775733469755563,1.01106885132792,0.009,0.01,1,"CACNA1G","boundaries_150","stable"
"GAD11",0.776009943590356,0.919033180458342,0.009,0.01,1,"GAD1","boundaries_150","stable"
"BAD",0.779329834263733,1.12480515834285,0.009,0.01,1,"BAD","boundaries_150","stable"
"MINDY21",0.780624841353455,0.14687362963467,0.041,0.044,1,"MINDY2","boundaries_150","stable"
"FASLG1",0.781438903494395,1.03226216489635,0.023,0.022,1,"FASLG","boundaries_150","stable"
"RSAD21",0.781478241015912,-0.191160144364724,0.023,0.025,1,"RSAD2","boundaries_150","stable"
"PVR1",0.781843474991003,0.604943628934785,0.031,0.029,1,"PVR","boundaries_150","stable"
"ZMYND191",0.787460258309324,0.900192040685956,0.02,0.018,1,"ZMYND19","boundaries_150","stable"
"UHRF11",0.790258444117068,0.341644334605677,0.024,0.023,1,"UHRF1","boundaries_150","stable"
"TMA161",0.790651586931074,0.613138488159811,0.025,0.027,1,"TMA16","boundaries_150","stable"
"KLRG11",0.793073802854823,0.257293524015135,0.041,0.039,1,"KLRG1","boundaries_150","stable"
"PSD31",0.795484269801804,0.756128081841953,0.016,0.017,1,"PSD3","boundaries_150","stable"
"BRI3BP1",0.795707828647397,0.452309171538344,0.025,0.027,1,"BRI3BP","boundaries_150","stable"
"MIIP",0.795715035547422,0.386926945747442,0.034,0.037,1,"MIIP","boundaries_150","stable"
"IL5RA1",0.796860403904669,0.390504177287438,0.016,0.015,1,"IL5RA","boundaries_150","stable"
"EPHA41",0.79838689324082,1.05798371357024,0.016,0.017,1,"EPHA4","boundaries_150","stable"
"ENTPD11",0.798634134445268,0.561690643267285,0.085,0.084,1,"ENTPD1","boundaries_150","stable"
"PDGFA1",0.801407556633587,0.680733323056544,0.033,0.031,1,"PDGFA","boundaries_150","stable"
"XRCC51",0.801946636220312,0.299124947775692,0.118,0.125,1,"XRCC5","boundaries_150","stable"
"ORC61",0.802375399183399,0.659699330136738,0.014,0.015,1,"ORC6","boundaries_150","stable"
"TNFSF141",0.802434470561419,0.731780610802069,0.016,0.017,1,"TNFSF14","boundaries_150","stable"
"FADS1",0.803706569417903,0.759532728365509,0.014,0.015,1,"FADS1","boundaries_150","stable"
"PHLDA31",0.80420046901282,1.25320844083805,0.016,0.017,1,"PHLDA3","boundaries_150","stable"
"CXCR41",0.804467938186742,0.42065099478072,0.245,0.256,1,"CXCR4","boundaries_150","stable"
"RIDA1",0.804816314117617,0.755870741760273,0.014,0.015,1,"RIDA","boundaries_150","stable"
"RASD21",0.806094576067292,0.991657593277089,0.012,0.011,1,"RASD2","boundaries_150","stable"
"BCAR31",0.809838496081861,0.529960804865732,0.03,0.028,1,"BCAR3","boundaries_150","stable"
"TGFB11",0.810037342956753,0.581766069412947,0.014,0.015,1,"TGFB1","boundaries_150","stable"
"EPOR1",0.812817950257892,0.879163203213101,0.014,0.015,1,"EPOR","boundaries_150","stable"
"XPO5",0.813614055662831,0.381842424898983,0.026,0.028,1,"XPO5","boundaries_150","stable"
"CHRNA61",0.813910515493275,0.418463452057426,0.012,0.013,1,"CHRNA6","boundaries_150","stable"
"ITGA21",0.81408750136506,0.396904753493873,0.03,0.028,1,"ITGA2","boundaries_150","stable"
"DTNBP11",0.814847382899132,0.337598986002208,0.019,0.021,1,"DTNBP1","boundaries_150","stable"
"KCNRG1",0.815231921211848,0.190748853896368,0.012,0.013,1,"KCNRG","boundaries_150","stable"
"XRCC41",0.815351221630145,0.993656262022199,0.015,0.014,1,"XRCC4","boundaries_150","stable"
"UQCC31",0.817368328630942,0.500631508681662,0.026,0.028,1,"UQCC3","boundaries_150","stable"
"JRK1",0.819527065329569,1.05225553700261,0.015,0.014,1,"JRK","boundaries_150","stable"
"MMP13",0.820212237534635,-0.429471506529012,0.01,0.011,1,"MMP13","boundaries_150","stable"
"IL1RAP1",0.822717347520202,0.43368275707395,0.015,0.014,1,"IL1RAP","boundaries_150","stable"
"HSPA61",0.823406324706401,0.722733737405059,0.053,0.052,1,"HSPA6","boundaries_150","stable"
"MRAP21",0.823934976398421,1.19946086605718,0.027,0.026,1,"MRAP2","boundaries_150","stable"
"FILIP1L1",0.824157910316173,0.140060744145883,0.034,0.036,1,"FILIP1L","boundaries_150","stable"
"EBF11",0.824445617845515,0.429568860056306,0.024,0.026,1,"EBF1","boundaries_150","stable"
"DHDDS1",0.827503406131541,0.613009056957565,0.032,0.03,1,"DHDDS","boundaries_150","stable"
"KCNJ81",0.828632619862154,0.856171003858819,0.037,0.036,1,"KCNJ8","boundaries_150","stable"
"CASP21",0.829096368483432,0.478058876691185,0.057,0.06,1,"CASP2","boundaries_150","stable"
"RBM14",0.830296223486831,0.466377110120608,0.041,0.043,1,"RBM14","boundaries_150","stable"
"HEATR61",0.830517234494275,0.657790031627526,0.019,0.021,1,"HEATR6","boundaries_150","stable"
"BAK11",0.830808376809994,0.194938353807079,0.051,0.05,1,"BAK1","boundaries_150","stable"
"PLK41",0.831158730261602,0.693684998261281,0.01,0.011,1,"PLK4","boundaries_150","stable"
"HSPB31",0.832479843307302,0.498779077221,0.01,0.011,1,"HSPB3","boundaries_150","stable"
"STXBP51",0.832885043034861,0.81416632818963,0.017,0.018,1,"STXBP5","boundaries_150","stable"
"OXSR11",0.834133413897205,0.359172208168238,0.03,0.031,1,"OXSR1","boundaries_150","stable"
"DIS31",0.834456061526429,0.552729861844183,0.039,0.041,1,"DIS3","boundaries_150","stable"
"RHOXF21",0.835520193654802,1.2398258482933,0.011,0.01,1,"RHOXF2","boundaries_150","stable"
"RGPD11",0.836095276436055,0.511686765314936,0.055,0.058,1,"RGPD1","boundaries_150","stable"
"BRCA21",0.837230274679937,0.625419949029459,0.027,0.026,1,"BRCA2","boundaries_150","stable"
"PUSL11",0.83727961379775,1.57446249377347,0.014,0.013,1,"PUSL1","boundaries_150","stable"
"MAPK8IP11",0.837372047768027,0.91109969953139,0.011,0.01,1,"MAPK8IP1","boundaries_150","stable"
"RAD18",0.837636672330371,1.12209477902131,0.011,0.01,1,"RAD18","boundaries_150","stable"
"FHL31",0.837816189881237,0.106601729517772,0.046,0.044,1,"FHL3","boundaries_150","stable"
"IL131",0.839489557992912,0.797612645452237,0.011,0.01,1,"IL13","boundaries_150","stable"
"DHRS11",0.840044067918492,0.76418166018588,0.027,0.026,1,"DHRS1","boundaries_150","stable"
"TRO",0.840283924422176,0.685182853476914,0.011,0.01,1,"TRO","boundaries_150","stable"
"IL71",0.840946017576706,0.785243401912079,0.011,0.01,1,"IL7","boundaries_150","stable"
"MMACHC1",0.841203362389424,1.1664433844764,0.014,0.013,1,"MMACHC","boundaries_150","stable"
"DDX271",0.841444602701685,0.529783640555848,0.083,0.087,1,"DDX27","boundaries_150","stable"
"DNM21",0.841859168723944,0.405531369000703,0.156,0.168,1,"DNM2","boundaries_150","stable"
"ABI3BP1",0.841860986990171,0.294121975835712,0.038,0.037,1,"ABI3BP","boundaries_150","stable"
"UNC45A1",0.84540783682638,0.777677976610279,0.039,0.038,1,"UNC45A","boundaries_150","stable"
"TBXA2R1",0.846379413671327,0.132979483803446,0.011,0.01,1,"TBXA2R","boundaries_150","stable"
"HDAC81",0.846883396067848,0.652032366449794,0.03,0.031,1,"HDAC8","boundaries_150","stable"
"CC2D1A1",0.847299030937866,0.52731593121828,0.022,0.024,1,"CC2D1A","boundaries_150","stable"
"PLA2G61",0.847546460569643,0.849619643574883,0.017,0.016,1,"PLA2G6","boundaries_150","stable"
"OSCP11",0.847674571688231,0.857363580797325,0.014,0.013,1,"OSCP1","boundaries_150","stable"
"TRIB31",0.848481876097919,0.900197587685145,0.017,0.016,1,"TRIB3","boundaries_150","stable"
"CENPV1",0.849062612704418,0.650201669442151,0.014,0.013,1,"CENPV","boundaries_150","stable"
"SELL1",0.849833405574933,0.756674085948381,0.017,0.016,1,"SELL","boundaries_150","stable"
"HOXA51",0.850227191859734,0.603777961397303,0.015,0.016,1,"HOXA5","boundaries_150","stable"
"WNT2",0.851023471519293,-0.538537583142092,0.011,0.01,1,"WNT2","boundaries_150","stable"
"IL15",0.851761030026951,0.700607177361088,0.022,0.024,1,"IL15","boundaries_150","stable"
"APLN1",0.852749734538791,-0.13935315530851,0.011,0.01,1,"APLN","boundaries_150","stable"
"GNL21",0.854057132768135,0.716664371449597,0.04,0.042,1,"GNL2","boundaries_150","stable"
"BUB11",0.855334053480907,0.764387549923472,0.022,0.024,1,"BUB1","boundaries_150","stable"
"POU5F11",0.855555554129992,0.331878306471886,0.027,0.026,1,"POU5F1","boundaries_150","stable"
"CAD1",0.855848113849797,0.73409979754188,0.03,0.031,1,"CAD","boundaries_150","stable"
"CCT31",0.857043194837835,0.403862307806423,0.167,0.179,1,"CCT3","boundaries_150","stable"
