,X,Y,group
52,1031.258214878827,4021.995360342785,PSCI_tumor_0
53,948.5369537391678,4030.702861515381,PSCI_tumor_0
54,804.8631843913381,4035.05661210168,PSCI_tumor_0
55,696.0194197338915,4048.117863860573,PSCI_tumor_0
56,600.2369068353386,4061.179115619466,PSCI_tumor_0
57,513.1618951093812,4061.179115619466,PSCI_tumor_0
58,421.733132797126,4065.532866205764,PSCI_tumor_0
59,356.42687400265794,4117.777873241339,PSCI_tumor_0
60,334.65812107116864,4183.084132035807,PSCI_tumor_0
61,278.0593634492963,4239.682889657679,PSCI_tumor_0
62,238.8756081726157,4313.696649624742,PSCI_tumor_0
63,169.2155987918497,4335.465402556232,PSCI_tumor_0
64,112.61684116997776,4213.560386139891,PSCI_tumor_0
