X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,change
CSNK1A110,1.95733894289071e-09,1.20249161324137,0.118,0.06,9.78865205339643e-06,CSNK1A1,CD8_CTL,up
CD24,3.06086551820102e-09,0.490395330746752,0.396,0.303,1.53073884565233e-05,CD2,CD8_CTL,up
IL165,3.37206929521067e-09,-0.771528315,0.078,0.156,1.68637185453486e-05,IL16,CD8_CTL,down
CTLA45,3.65065987242628e-09,-1.194590372,0.069,0.14,1.82569500220039e-05,CTLA4,CD8_CTL,down
LBH9,3.89566070943493e-09,0.941948924659039,0.193,0.121,1.94821992078841e-05,LBH,CD8_CTL,up
AP2M18,5.3934834363464e-09,0.957882071831669,0.194,0.123,2.69728106651683e-05,AP2M1,CD8_CTL,up
LAMP19,7.5844069080613e-09,0.807714143892836,0.181,0.11,3.79296189472146e-05,LAMP1,CD8_CTL,up
APOL27,9.01641262123088e-09,1.23906041944644,0.132,0.073,4.50910795187756e-05,APOL2,CD8_CTL,up
CXCL97,9.45502354745449e-09,1.11861130429464,0.136,0.076,4.72845727608199e-05,CXCL9,CD8_CTL,up
PRR1311,1.07876325402181e-08,0.878728404674924,0.186,0.116,5.39489503336305e-05,PRR13,CD8_CTL,up
CST73,1.23010185673902e-08,0.826970901676872,0.16,0.094,6.15173938555182e-05,CST7,CD8_CTL,up
RHOC9,1.40418099208219e-08,1.18957152256897,0.101,0.05,7.02230914140302e-05,RHOC,CD8_CTL,up
IFI1610,1.49835635766349e-08,0.898261899144267,0.17,0.103,7.49328014467509e-05,IFI16,CD8_CTL,up
LAG32,1.74117981788157e-08,0.726347193742829,0.206,0.132,8.70764026922573e-05,LAG3,CD8_CTL,up
PGK111,1.75119508857751e-08,-0.992632343,0.059,0.124,8.75772663797614e-05,PGK1,CD8_CTL,down
KHDRBS111,2.24182421731979e-08,0.885657941281656,0.153,0.09,0.000112113629108163,KHDRBS1,CD8_CTL,up
OGT10,3.18067783721233e-08,-0.614541743,0.164,0.253,0.000159065698638989,OGT,CD8_CTL,down
EIF4G110,4.94039134206749e-08,1.030693059,0.137,0.079,0.000247068971016795,EIF4G1,CD8_CTL,up
PTPN223,5.29314104422598e-08,0.911088386619096,0.13,0.073,0.000264709983621741,PTPN22,CD8_CTL,up
NSUN58,5.37218075680633e-08,-1.076893982,0.049,0.108,0.000268662759647885,NSUN5,CD8_CTL,down
RAB27A5,6.12873805701954e-08,1.15130320369237,0.108,0.058,0.000306498190231547,RAB27A,CD8_CTL,up
IL2RG6,6.27759593045488e-08,0.539173048798068,0.288,0.207,0.000313942572482049,IL2RG,CD8_CTL,up
LENG811,6.74599553285071e-08,-0.554979718,0.18,0.266,0.000337367236597864,LENG8,CD8_CTL,down
PEA1510,8.21502150947318e-08,1.37445894880372,0.1,0.053,0.000410833225688754,PEA15,CD8_CTL,up
MYH98,9.86660996641025e-08,0.446857590574184,0.439,0.357,0.000493429164420176,MYH9,CD8_CTL,up
APP11,9.8794513890088e-08,1.15167035015549,0.105,0.056,0.00049407136396433,APP,CD8_CTL,up
EWSR18,1.28077228748188e-07,0.65412925444125,0.256,0.183,0.000640514220969687,EWSR1,CD8_CTL,up
MAPKAPK210,1.55996207845978e-07,0.918168153031546,0.153,0.093,0.000780137035437737,MAPKAPK2,CD8_CTL,up
ITGA48,1.62251262455614e-07,0.880972110500185,0.155,0.096,0.000811418563540528,ITGA4,CD8_CTL,up
CANX11,1.66106542978315e-07,0.774536706973067,0.175,0.111,0.000830698821434556,CANX,CD8_CTL,up
CD961,1.70867078265124e-07,0.667815130479259,0.282,0.208,0.000854506258403887,CD96,CD8_CTL,up
GPR1743,1.74264591266945e-07,0.69118617495072,0.218,0.149,0.00087149722092599,GPR174,CD8_CTL,up
CDV38,1.74722144014464e-07,0.746048168887266,0.172,0.108,0.000873785442216336,CDV3,CD8_CTL,up
ARL8B11,2.04576129530258e-07,0.829381698958336,0.174,0.111,0.00102308522378082,ARL8B,CD8_CTL,up
PIM111,3.03855158128619e-07,1.0938279137996,0.124,0.073,0.00151957964580123,PIM1,CD8_CTL,up
SLAMF63,3.26557177805614e-07,0.987918235214504,0.136,0.082,0.00163311244620588,SLAMF6,CD8_CTL,up
CBWD29,4.53183960845012e-07,-0.922501834,0.064,0.122,0.0022663729881859,CBWD2,CD8_CTL,down
GRK21,5.52870595861543e-07,0.787439240946949,0.22,0.156,0.00276490584990358,GRK2,CD8_CTL,up
APMAP11,8.49713755488128e-07,0.884931651783455,0.132,0.08,0.00424941849119613,APMAP,CD8_CTL,up
ITGAE3,9.03500573609597e-07,0.6673754137176,0.155,0.098,0.00451840636862159,ITGAE,CD8_CTL,up
PAK28,1.03186320826975e-06,0.684727769202156,0.142,0.087,0.00516034790455701,PAK2,CD8_CTL,up
IKZF35,1.3687311446436e-06,0.613774953266655,0.232,0.165,0.00684502445436262,IKZF3,CD8_CTL,up
ATP5F1C7,1.42850396237436e-06,1.04349791783633,0.106,0.061,0.00714394831583416,ATP5F1C,CD8_CTL,up
CD385,1.8760359962687e-06,0.921752415053661,0.107,0.062,0.00938205601733975,CD38,CD8_CTL,up
ELK48,2.53624059953535e-06,0.972353084593128,0.11,0.065,0.0126837392382763,ELK4,CD8_CTL,stable
ROCK110,2.55280000857682e-06,0.912443852034843,0.117,0.07,0.0127665528428927,ROCK1,CD8_CTL,stable
SKP111,3.56532544122452e-06,0.975392218550674,0.107,0.063,0.0178301925315638,SKP1,CD8_CTL,stable
MIAT4,4.0672184523357e-06,0.54417171475992,0.358,0.295,0.0203401594801308,MIAT,CD8_CTL,stable
ABI31,4.07502103970099e-06,0.870880127733705,0.122,0.075,0.0203791802195446,ABI3,CD8_CTL,stable
RAP1A8,7.93346507479242e-06,0.644382359488679,0.294,0.234,0.0396752588390369,RAP1A,CD8_CTL,stable
ITM2A2,8.33110545028647e-06,0.795291029632705,0.112,0.068,0.0416638583568826,ITM2A,CD8_CTL,stable
CTSA5,8.43538621820091e-06,0.846707388587527,0.107,0.064,0.0421853664772227,CTSA,CD8_CTL,stable
GPBP110,9.57939074611229e-06,1.03165427152547,0.106,0.064,0.0479065331213076,GPBP1,CD8_CTL,stable
UBTF9,1.20383825686995e-05,-0.706747706,0.056,0.104,0.0602039512260663,UBTF,CD8_CTL,stable
DDX39B10,1.23197504457224e-05,-0.370118003,0.21,0.283,0.0616110719790579,DDX39B,CD8_CTL,stable
ABCC19,1.45712276430655e-05,-1.064079056,0.061,0.107,0.0728707094429707,ABCC1,CD8_CTL,stable
SFPQ10,2.20574223294255e-05,0.711458268626317,0.159,0.11,0.110309169069457,SFPQ,CD8_CTL,stable
CXCL135,3.19046838887157e-05,-1.05273446,0.082,0.131,0.159555324127467,CXCL13,CD8_CTL,stable
HIF1A9,3.27451047491886e-05,0.852237805955242,0.153,0.107,0.163758268850692,HIF1A,CD8_CTL,stable
CASP85,3.59935288007137e-05,0.760499056661327,0.148,0.102,0.180003637532369,CASP8,CD8_CTL,stable
HNRNPLL5,4.29776216342081e-05,-0.582806662,0.096,0.148,0.214931085792675,HNRNPLL,CD8_CTL,stable
ILF311,6.46539914028972e-05,-0.57614379,0.088,0.137,0.323334611005889,ILF3,CD8_CTL,stable
NLRC56,6.5206353787347e-05,-0.386642917,0.116,0.172,0.326096975290523,NLRC5,CD8_CTL,stable
MX111,6.53185219671776e-05,-0.678294602,0.062,0.106,0.326657928357855,MX1,CD8_CTL,stable
HNRNPH16,8.07914912768106e-05,0.434916700573976,0.382,0.326,0.40403824787533,HNRNPH1,CD8_CTL,stable
CASP36,8.93508251598636e-05,0.781188562064271,0.106,0.068,0.446843476624478,CASP3,CD8_CTL,stable
SDHA11,9.01020367784933e-05,-0.574050284,0.121,0.174,0.450600285929245,SDHA,CD8_CTL,stable
GNAI29,9.14047352751146e-05,0.616415454663226,0.199,0.151,0.457115081110848,GNAI2,CD8_CTL,stable
MSN3,9.20595000967311e-05,0.361475041422413,0.377,0.319,0.460389559983752,MSN,CD8_CTL,stable
IGF2R8,0.000119054568510525,0.563619586045691,0.15,0.105,0.595391897121134,IGF2R,CD8_CTL,stable
BECN18,0.000120690581539651,0.92014131406095,0.101,0.065,0.603573598279793,BECN1,CD8_CTL,stable
PTK2B9,0.000146678390668442,-0.580849701,0.105,0.153,0.733538631732879,PTK2B,CD8_CTL,stable
ZAP703,0.000166984548702907,-0.651445458,0.061,0.102,0.835089728063236,ZAP70,CD8_CTL,stable
DAP9,0.000177116565562284,0.82136494807577,0.118,0.081,0.885759944376983,DAP,CD8_CTL,stable
RAN9,0.00020153633756634,-0.519814176,0.125,0.177,1,RAN,CD8_CTL,stable
GOLPH311,0.00024550136382612,0.533932959764738,0.156,0.112,1,GOLPH3,CD8_CTL,stable
GLS6,0.000271894766018818,-0.543525854,0.081,0.124,1,GLS,CD8_CTL,stable
MAP47,0.000275955832488161,0.627208901887188,0.142,0.101,1,MAP4,CD8_CTL,stable
PIK3CD5,0.000278867220159855,-0.625590337,0.065,0.105,1,PIK3CD,CD8_CTL,stable
CYLD9,0.000283880883259496,-0.431632586,0.174,0.23,1,CYLD,CD8_CTL,stable
CLPTM1L7,0.000304980122111647,-0.507238617,0.068,0.108,1,CLPTM1L,CD8_CTL,stable
CTBP16,0.000358538561796847,0.566967707850674,0.16,0.119,1,CTBP1,CD8_CTL,stable
ITGB73,0.000419491758365878,0.576622372951889,0.119,0.082,1,ITGB7,CD8_CTL,stable
RBBP411,0.000454354835458374,-0.502492752,0.1,0.145,1,RBBP4,CD8_CTL,stable
NCOR16,0.000457122527121189,0.759656077316475,0.11,0.075,1,NCOR1,CD8_CTL,stable
GUSB8,0.000498198756555021,-0.33365986,0.115,0.163,1,GUSB,CD8_CTL,stable
ADD16,0.000528099186449542,-0.412755166,0.067,0.106,1,ADD1,CD8_CTL,stable
GIMAP53,0.000552925640541479,-0.554468848,0.075,0.115,1,GIMAP5,CD8_CTL,stable
PRRC2A10,0.000608669368619468,-0.463784381,0.086,0.128,1,PRRC2A,CD8_CTL,stable
RBM386,0.000610495294777688,-0.438610793,0.065,0.104,1,RBM38,CD8_CTL,stable
PARK74,0.000649311830512723,0.419355744055136,0.181,0.136,1,PARK7,CD8_CTL,stable
SF3B111,0.000651431664895884,-0.359062518,0.157,0.209,1,SF3B1,CD8_CTL,stable
SMARCA510,0.000651986243610183,0.509759637577654,0.173,0.131,1,SMARCA5,CD8_CTL,stable
RNF18711,0.000743110551675074,0.474419144978574,0.137,0.099,1,RNF187,CD8_CTL,stable
RBPJ5,0.000880042305567997,0.784950227393829,0.12,0.086,1,RBPJ,CD8_CTL,stable
KRAS3,0.000930707420848913,0.732052356529219,0.1,0.068,1,KRAS,CD8_CTL,stable
WDR265,0.00113801471962953,0.519040836553436,0.194,0.153,1,WDR26,CD8_CTL,stable
IL10RA7,0.00132235641897722,-0.610503581,0.082,0.119,1,IL10RA,CD8_CTL,stable
RAB7A8,0.00150828297362178,0.457457914504986,0.118,0.084,1,RAB7A,CD8_CTL,stable
PDXDC17,0.00180064595986386,-0.467144794,0.066,0.1,1,PDXDC1,CD8_CTL,stable
CYBA6,0.00189816317291096,0.514666332941043,0.152,0.116,1,CYBA,CD8_CTL,stable
CD997,0.00190878749217719,0.326604959285772,0.249,0.202,1,CD99,CD8_CTL,stable
RANBP28,0.00192850367221291,0.62428838747483,0.147,0.113,1,RANBP2,CD8_CTL,stable
ARRB27,0.00270604217126647,0.464621430812545,0.158,0.122,1,ARRB2,CD8_CTL,stable
CD475,0.00273741080098103,0.444256435034399,0.185,0.146,1,CD47,CD8_CTL,stable
ACAP14,0.00302992687605714,-0.336771184,0.146,0.189,1,ACAP1,CD8_CTL,stable
BCL2L19,0.00305357585640867,0.602222990725966,0.105,0.076,1,BCL2L1,CD8_CTL,stable
ITGAL6,0.00311386679206799,0.408994231957478,0.233,0.191,1,ITGAL,CD8_CTL,stable
ETS14,0.00315482899059254,0.44883403272254,0.185,0.148,1,ETS1,CD8_CTL,stable
HNRNPA1L211,0.00361481011203838,0.365495161499683,0.434,0.402,1,HNRNPA1L2,CD8_CTL,stable
F2R3,0.00441022336251485,0.474370354083489,0.118,0.087,1,F2R,CD8_CTL,stable
PPM1A9,0.00448926976628321,0.605828963890441,0.106,0.078,1,PPM1A,CD8_CTL,stable
EIF4A12,0.00495941449431186,0.510437245749756,0.215,0.18,1,EIF4A1,CD8_CTL,stable
SNRNP2009,0.00523925434352155,-0.466211864,0.105,0.141,1,SNRNP200,CD8_CTL,stable
DNM211,0.00551259226637097,-0.289654043,0.105,0.142,1,DNM2,CD8_CTL,stable
HSPA87,0.00635591425641862,0.30956994793146,0.388,0.348,1,HSPA8,CD8_CTL,stable
PRF1,0.00677098537761109,0.418309165948236,0.102,0.075,1,PRF1,CD8_CTL,stable
OPTN7,0.00764314591748208,0.51674069686873,0.115,0.087,1,OPTN,CD8_CTL,stable
NCOR29,0.00779409496214433,0.563957168108619,0.133,0.104,1,NCOR2,CD8_CTL,stable
TOP2B7,0.00832801368377633,0.632410938283496,0.125,0.098,1,TOP2B,CD8_CTL,stable
PTEN9,0.00873166415716407,0.705189428198462,0.107,0.082,1,PTEN,CD8_CTL,stable
NORAD9,0.00976609996800209,0.417780162029859,0.13,0.102,1,NORAD,CD8_CTL,stable
PHB26,0.0109294552983203,0.790708842654794,0.105,0.081,1,PHB2,CD8_CTL,stable
PPP1R16B,0.0109568178907987,0.530739234421971,0.106,0.081,1,PPP1R16B,CD8_CTL,stable
SF3A17,0.0111344911410432,-0.299553824,0.075,0.104,1,SF3A1,CD8_CTL,stable
SLFN58,0.0113986343570352,-0.322239378,0.1,0.132,1,SLFN5,CD8_CTL,stable
HNRNPF5,0.0122211046957969,0.346323586022132,0.179,0.146,1,HNRNPF,CD8_CTL,stable
LAT4,0.0123297092946476,-0.324842952,0.109,0.142,1,LAT,CD8_CTL,stable
CYFIP23,0.0135781486153249,-0.280580473,0.097,0.128,1,CYFIP2,CD8_CTL,stable
MRFAP1L15,0.0139635519351877,0.427575996333363,0.131,0.104,1,MRFAP1L1,CD8_CTL,stable
DNAJA14,0.0140858467808317,0.672114692363075,0.1,0.076,1,DNAJA1,CD8_CTL,stable
AOAH3,0.0145578339579936,0.563277516716655,0.143,0.115,1,AOAH,CD8_CTL,stable
BTN3A15,0.0152504114990547,0.438953119158377,0.135,0.108,1,BTN3A1,CD8_CTL,stable
UCP23,0.0169340615379112,0.529647708850606,0.128,0.102,1,UCP2,CD8_CTL,stable
APOL64,0.0190902432091751,0.471406129077916,0.143,0.117,1,APOL6,CD8_CTL,stable
HIPK311,0.0199238310893617,0.394301295730714,0.108,0.084,1,HIPK3,CD8_CTL,stable
KPNB111,0.0201628520292052,-0.30403271,0.106,0.135,1,KPNB1,CD8_CTL,stable
FASLG3,0.0201745729534294,-0.316244867,0.079,0.105,1,FASLG,CD8_CTL,stable
EVI2B8,0.0228101860440839,0.608142374499451,0.101,0.079,1,EVI2B,CD8_CTL,stable
CD446,0.0233095450232751,0.369627210016711,0.294,0.271,1,CD44,CD8_CTL,stable
CHD36,0.028784598497138,0.430941007594206,0.156,0.13,1,CHD3,CD8_CTL,stable
HDAC11,0.0295417675512407,0.494823864629732,0.113,0.09,1,HDAC1,CD8_CTL,stable
YWHAQ5,0.0314749172046927,0.440817353,0.117,0.094,1,YWHAQ,CD8_CTL,stable
SAFB7,0.0346528539875146,-0.319960883,0.086,0.111,1,SAFB,CD8_CTL,stable
CPSF68,0.0390748384615345,-0.302528916,0.107,0.132,1,CPSF6,CD8_CTL,stable
PTPN19,0.0448012864850928,0.480918320556186,0.102,0.082,1,PTPN1,CD8_CTL,stable
ACTN45,0.0448501291977683,0.328319827040268,0.135,0.113,1,ACTN4,CD8_CTL,stable
GTF2I2,0.0476664674973083,0.416644528406114,0.113,0.092,1,GTF2I,CD8_CTL,stable
BIRC26,0.04811294269325,0.624860676759896,0.1,0.081,1,BIRC2,CD8_CTL,stable
SP33,0.0499352358891266,-0.270965558,0.089,0.112,1,SP3,CD8_CTL,stable
ATF46,0.0638403887329449,-0.269184546,0.153,0.18,1,ATF4,CD8_CTL,stable
RASSF53,0.0689224477504082,0.429882120925751,0.12,0.101,1,RASSF5,CD8_CTL,stable
ATP5F1A7,0.0753906753882854,0.271710751581771,0.195,0.17,1,ATP5F1A,CD8_CTL,stable
IL2RB4,0.07910995309611,0.270266076309229,0.142,0.12,1,IL2RB,CD8_CTL,stable
TGFBR29,0.0822384422609219,0.469093221536021,0.149,0.13,1,TGFBR2,CD8_CTL,stable
MBNL12,0.084169481274045,0.370834166899663,0.185,0.164,1,MBNL1,CD8_CTL,stable
RUNX35,0.1003902565867,0.334648048521206,0.117,0.099,1,RUNX3,CD8_CTL,stable
PRKACB4,0.10189920048683,0.462608183751322,0.112,0.095,1,PRKACB,CD8_CTL,stable
ITGB24,0.103750341129534,0.277904415171116,0.231,0.21,1,ITGB2,CD8_CTL,stable
TARDBP5,0.11105400647263,0.342538594971779,0.142,0.124,1,TARDBP,CD8_CTL,stable
RPN110,0.124845679011402,0.382051671342563,0.107,0.092,1,RPN1,CD8_CTL,stable
RBL29,0.144348457402654,0.292003581516851,0.16,0.144,1,RBL2,CD8_CTL,stable
SMARCA28,0.160940584290108,0.373446913826412,0.118,0.104,1,SMARCA2,CD8_CTL,stable
CSNK2B6,0.193562553559252,0.31322002944328,0.154,0.14,1,CSNK2B,CD8_CTL,stable
HNRNPUL11,0.195133471802685,0.274701899758128,0.139,0.126,1,HNRNPUL1,CD8_CTL,stable
SMARCE13,0.246466156110509,0.339948993161017,0.114,0.102,1,SMARCE1,CD8_CTL,stable
CNOT17,0.374251724055854,0.276027563190126,0.106,0.098,1,CNOT1,CD8_CTL,stable
SLC2A37,0.723293512973044,0.265001956031856,0.101,0.099,1,SLC2A3,CD8_CTL,stable
SOX2-OT3,0,-2.701170015,0.246,0.71,0,SOX2-OT,Alveolar_Marcophage,down
FCGR2A3,0,1.64732114788235,0.83,0.527,0,FCGR2A,Alveolar_Marcophage,up
SLC40A13,1.53114092868958e-291,2.0472542841173,0.477,0.14,7.6572357843766e-288,SLC40A1,Alveolar_Marcophage,up
GPR341,2.47907947882473e-241,2.98025096834557,0.269,0.03,1.23978764736025e-237,GPR34,Alveolar_Marcophage,up
LDHA3,9.0943851819262e-223,1.98305819997744,0.529,0.248,4.5481020294813e-219,LDHA,Alveolar_Marcophage,up
MAFB3,1.13503329526062e-209,1.445232282,0.582,0.303,5.67630150959836e-206,MAFB,Alveolar_Marcophage,up
MMP122,6.14241622316394e-206,2.01177053030389,0.453,0.181,3.07182235320429e-202,MMP12,Alveolar_Marcophage,up
CCL132,7.35373513230814e-176,2.77929856428799,0.231,0.038,3.6776029396673e-172,CCL13,Alveolar_Marcophage,up
COLEC121,6.56154191623968e-161,3.04999871584309,0.189,0.022,3.28142711231146e-157,COLEC12,Alveolar_Marcophage,up
ALDH23,4.77297686795102e-160,-2.183547987,0.091,0.306,2.3869657316623e-156,ALDH2,Alveolar_Marcophage,down
NR1H31,1.45484536249229e-156,-2.31588166,0.084,0.29,7.27568165782393e-153,NR1H3,Alveolar_Marcophage,down
NRP13,3.94277070539421e-144,1.68135600776485,0.315,0.107,1.97177962976764e-140,NRP1,Alveolar_Marcophage,up
CD931,2.28220456364285e-143,2.34447612632269,0.198,0.033,1.14133050227779e-139,CD93,Alveolar_Marcophage,up
RAC13,1.89395530782181e-125,0.968769500955644,0.584,0.37,9.47167049441689e-122,RAC1,Alveolar_Marcophage,up
FCGR2B1,1.88494280899675e-120,1.81562467326404,0.272,0.093,9.42659898779274e-117,FCGR2B,Alveolar_Marcophage,up
NBL12,4.08789683571738e-119,1.64115291106862,0.288,0.103,2.04435720754226e-115,NBL1,Alveolar_Marcophage,up
SFRP4,1.33533561437843e-117,4.46987656785427,0.114,0.005,6.67801340750652e-114,SFRP4,Alveolar_Marcophage,up
THBD2,2.83179068610443e-112,2.40098691464241,0.172,0.034,1.41617852212082e-108,THBD,Alveolar_Marcophage,up
ITGA42,1.29868868276381e-111,1.91911208074672,0.203,0.052,6.49474210250182e-108,ITGA4,Alveolar_Marcophage,up
STAB11,6.30590603368863e-111,0.656729984748592,0.426,0.195,3.15358360744768e-107,STAB1,Alveolar_Marcophage,up
POSTN3,1.09899780924256e-108,1.816794336,0.276,0.105,5.49608804402204e-105,POSTN,Alveolar_Marcophage,up
TIMP22,2.8289207411483e-103,1.15913331233254,0.448,0.253,1.41474326264826e-99,TIMP2,Alveolar_Marcophage,up
DAZAP23,1.11288407586623e-101,1.38648821730023,0.339,0.157,5.565533263407e-98,DAZAP2,Alveolar_Marcophage,up
H3F3B3,3.20097815391751e-98,0.968358653929873,0.474,0.277,1.60080917477415e-94,H3F3B,Alveolar_Marcophage,up
TFRC2,1.00076765456951e-96,-1.717632908,0.107,0.268,5.00483904050214e-93,TFRC,Alveolar_Marcophage,down
SULF12,6.2555978799765e-96,1.82930057768683,0.222,0.075,3.12842449977625e-92,SULF1,Alveolar_Marcophage,up
VAMP33,2.02054920846949e-94,1.68046907718901,0.249,0.094,1.01047665915559e-90,VAMP3,Alveolar_Marcophage,up
MMP11,2.01646599665871e-93,3.33311903619327,0.123,0.018,1.00843464492902e-89,MMP11,Alveolar_Marcophage,up
NDRG13,1.08317553539196e-92,1.778003891,0.267,0.111,5.41696085249521e-89,NDRG1,Alveolar_Marcophage,up
ADAMDEC12,2.77395598628816e-90,-1.403799696,0.178,0.346,1.38725538874271e-86,ADAMDEC1,Alveolar_Marcophage,down
SLCO2B12,5.07353012112571e-90,0.774601324361161,0.544,0.353,2.53727241357497e-86,SLCO2B1,Alveolar_Marcophage,up
MAF2,1.73686619215899e-89,1.20333537329788,0.241,0.088,8.68606782698712e-86,MAF,Alveolar_Marcophage,up
DEK2,1.37426984989271e-88,1.74603719951252,0.223,0.08,6.87272351931346e-85,DEK,Alveolar_Marcophage,up
F13A11,9.17023547769654e-87,1.0168153763205,0.205,0.065,4.58603476239604e-83,F13A1,Alveolar_Marcophage,up
CD3021,8.49878189610042e-86,1.55508146408759,0.217,0.077,4.25024082623982e-82,CD302,Alveolar_Marcophage,up
SGK13,2.0983020725083e-83,-1.342457998,0.209,0.371,1.0493608664614e-79,SGK1,Alveolar_Marcophage,down
IDO11,2.59738567914714e-80,-2.900083111,0.016,0.113,1.29895257814149e-76,IDO1,Alveolar_Marcophage,down
CTHRC1,3.11519260278811e-79,1.76840254674128,0.179,0.057,1.55790782065434e-75,CTHRC1,Alveolar_Marcophage,up
COL5A12,1.67561677641219e-78,1.54377115447806,0.204,0.073,8.37975949883737e-75,COL5A1,Alveolar_Marcophage,up
CD2092,1.96913213946246e-77,1.0644462775415,0.286,0.133,9.84762982945177e-74,CD209,Alveolar_Marcophage,up
IFNAR12,1.50536168336066e-76,1.40681289298472,0.275,0.128,7.52831377848664e-73,IFNAR1,Alveolar_Marcophage,up
FCGR3A2,2.48723050007149e-74,1.20708346914575,0.277,0.129,1.24386397308575e-70,FCGR3A,Alveolar_Marcophage,up
ENPP22,8.32352047303154e-73,1.20941600236391,0.176,0.058,4.16259258856307e-69,ENPP2,Alveolar_Marcophage,up
CLEC10A,3.69572904734637e-72,-2.289931153,0.031,0.133,1.84823409657792e-68,CLEC10A,Alveolar_Marcophage,down
IRF11,1.35236002650437e-71,-1.053033087,0.168,0.321,6.76315249254837e-68,IRF1,Alveolar_Marcophage,down
OLFML32,1.73225386295919e-71,1.99990571176406,0.137,0.036,8.66300156865889e-68,OLFML3,Alveolar_Marcophage,up
APP3,3.06377779011442e-71,0.957104467827145,0.366,0.208,1.53219527283622e-67,APP,Alveolar_Marcophage,up
RHOA3,8.87474804065416e-71,0.992609276991669,0.403,0.246,4.43826149513115e-67,RHOA,Alveolar_Marcophage,up
CD99,5.9069146650317e-70,0.926240333923781,0.308,0.155,2.95404802398235e-66,CD99,Alveolar_Marcophage,up
PAIP23,2.08728593969389e-69,1.50652559091074,0.22,0.093,1.04385169844091e-65,PAIP2,Alveolar_Marcophage,up
ANXA23,7.85824491813555e-69,0.790956362102288,0.521,0.363,3.92990828355959e-65,ANXA2,Alveolar_Marcophage,up
CTSC3,4.46054330137819e-67,-0.796291718,0.464,0.573,2.23071770501923e-63,CTSC,Alveolar_Marcophage,down
NCF12,3.55315101933359e-66,-1.122371394,0.132,0.269,1.77693082476873e-62,NCF1,Alveolar_Marcophage,down
CYP27A1,4.83717449981223e-66,-2.110262759,0.034,0.13,2.41907096735609e-62,CYP27A1,Alveolar_Marcophage,down
HECA3,1.12365409516353e-65,1.30104576051914,0.243,0.112,5.61939412991283e-62,HECA,Alveolar_Marcophage,up
FCGR3B3,2.33794841148411e-62,0.983587243952714,0.391,0.241,1.1692080005832e-58,FCGR3B,Alveolar_Marcophage,up
SNHG153,1.49701486347786e-61,-1.277874822,0.107,0.232,7.48657133225276e-58,SNHG15,Alveolar_Marcophage,down
IL10RA2,1.34082346616849e-60,-1.343018783,0.122,0.247,6.70545815430862e-57,IL10RA,Alveolar_Marcophage,down
RTN41,2.25461224451921e-59,0.980891383550198,0.326,0.187,1.12753158348406e-55,RTN4,Alveolar_Marcophage,up
FOLR2,2.62165457942156e-58,1.32987968659452,0.121,0.034,1.31108945516872e-54,FOLR2,Alveolar_Marcophage,up
ICAM13,7.24966749440791e-58,1.1864786707707,0.255,0.13,3.62555871395339e-54,ICAM1,Alveolar_Marcophage,up
CCDC802,2.68118246035142e-57,1.54745271111788,0.138,0.045,1.34085934842174e-53,CCDC80,Alveolar_Marcophage,up
PLEKHO13,3.64606516455834e-57,-1.215795037,0.143,0.269,1.82339718879563e-53,PLEKHO1,Alveolar_Marcophage,down
WARS2,1.32409544332113e-56,-1.223784603,0.102,0.219,6.62180131204897e-53,WARS,Alveolar_Marcophage,down
PLA2G71,1.38761307445708e-56,-1.166697319,0.124,0.247,6.93945298535985e-53,PLA2G7,Alveolar_Marcophage,down
ADAM93,6.38186194971229e-56,0.962986486538754,0.297,0.165,3.19156916105112e-52,ADAM9,Alveolar_Marcophage,up
ARF63,1.39104983325612e-55,1.40719175946058,0.192,0.083,6.95664021611388e-52,ARF6,Alveolar_Marcophage,up
SCPEP11,2.54687418874096e-55,-1.025381148,0.273,0.396,1.27369178178936e-51,SCPEP1,Alveolar_Marcophage,down
AEBP1,4.03317484182826e-55,1.78877314551446,0.106,0.027,2.01699073839831e-51,AEBP1,Alveolar_Marcophage,up
WNT5A1,4.10390577789256e-55,1.91669222421614,0.118,0.035,2.05236327952407e-51,WNT5A,Alveolar_Marcophage,up
IL2RA2,3.89418318948669e-54,1.15123448490891,0.239,0.121,1.9474810130623e-50,IL2RA,Alveolar_Marcophage,up
TMEM14C3,3.58808075603398e-53,1.15240885389044,0.205,0.095,1.7943991860926e-49,TMEM14C,Alveolar_Marcophage,up
MSR12,6.11032474004226e-53,0.542558835679198,0.494,0.342,3.05577340249513e-49,MSR1,Alveolar_Marcophage,up
TREM11,1.82624971203865e-52,1.83375292875893,0.123,0.039,9.13307480990528e-49,TREM1,Alveolar_Marcophage,up
TNFRSF213,2.59724424918297e-52,1.59545781649594,0.116,0.035,1.2988818490164e-48,TNFRSF21,Alveolar_Marcophage,up
CDC422,2.74078730230506e-52,0.956138774061771,0.317,0.188,1.37066772988276e-48,CDC42,Alveolar_Marcophage,up
PICALM2,9.50954490370947e-52,1.13375204809111,0.255,0.136,4.75572340634511e-48,PICALM,Alveolar_Marcophage,up
P4HA12,4.25028733451558e-51,1.33267911336906,0.21,0.101,2.12556869599124e-47,P4HA1,Alveolar_Marcophage,up
CLIC43,5.66451515771691e-49,1.10006903436588,0.273,0.155,2.83282403037423e-45,CLIC4,Alveolar_Marcophage,up
