X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,change
HNRNPA1L23,5.79482842692972e-12,0.368129343569847,0.37,0.306,2.89799369630755e-08,HNRNPA1L2,Alveolar_Marcophage,up
EVI2B1,6.3134897724758e-12,0.79214411690537,0.127,0.085,3.15737623521515e-08,EVI2B,Alveolar_Marcophage,up
TSPAN33,6.32851146721724e-12,0.581566781526074,0.168,0.119,3.16488858475534e-08,TSPAN3,Alveolar_Marcophage,up
ARHGEF22,6.3583273266543e-12,-0.819255999,0.079,0.119,3.17979949605982e-08,ARHGEF2,Alveolar_Marcophage,down
HMOX1,7.05735443160655e-12,-1.307923578,0.067,0.105,3.52938295124644e-08,HMOX1,Alveolar_Marcophage,down
ACE3,7.23897206275931e-12,-0.663531659,0.162,0.213,3.62020992858593e-08,ACE,Alveolar_Marcophage,down
PSMA61,8.44405205841843e-12,0.739750474424047,0.153,0.107,4.22287043441506e-08,PSMA6,Alveolar_Marcophage,up
IGF2R2,1.4636070072771e-11,-0.463284741,0.261,0.313,7.31949864339278e-08,IGF2R,Alveolar_Marcophage,down
CLEC12A,1.83188751985495e-11,-0.590426886,0.097,0.141,9.16126948679463e-08,CLEC12A,Alveolar_Marcophage,down
GOLPH33,2.46302118869742e-11,0.480948309711678,0.178,0.129,1.23175689646758e-07,GOLPH3,Alveolar_Marcophage,up
NCF23,3.45009121323659e-11,-0.320053037,0.131,0.18,1.72539061573962e-07,NCF2,Alveolar_Marcophage,down
NOTCH2NLA2,3.51991376659028e-11,-0.412999907,0.249,0.303,1.7603088746718e-07,NOTCH2NLA,Alveolar_Marcophage,down
RUNX11,4.31963062873396e-11,0.563404651324023,0.103,0.065,2.16024727742986e-07,RUNX1,Alveolar_Marcophage,up
RHBDD22,4.65585328262864e-11,-0.635946811,0.076,0.115,2.32839222664258e-07,RHBDD2,Alveolar_Marcophage,down
CXCL12,4.98032656990125e-11,0.345863955123596,0.104,0.065,2.49066131760761e-07,CXCL12,Alveolar_Marcophage,up
NOTCH23,5.77376291350007e-11,-0.586209722,0.148,0.195,2.88745883304139e-07,NOTCH2,Alveolar_Marcophage,down
CXCL22,7.63135703650965e-11,0.559778166915742,0.149,0.105,3.81644165395848e-07,CXCL2,Alveolar_Marcophage,up
RAB7A3,8.25260400703978e-11,0.382137698602142,0.239,0.184,4.12712726392059e-07,RAB7A,Alveolar_Marcophage,up
SLC39A83,1.10481796253067e-10,-0.57316292,0.12,0.164,5.5251946306159e-07,SLC39A8,Alveolar_Marcophage,down
CCT33,1.20551125501521e-10,-0.68104273,0.121,0.164,6.02876178633105e-07,CCT3,Alveolar_Marcophage,down
CLEC7A1,1.41326550438401e-10,0.404314851934546,0.276,0.22,7.06774078742444e-07,CLEC7A,Alveolar_Marcophage,up
BCL2L14,2.35289059778769e-10,0.40959525737821,0.17,0.123,1.17668058795363e-06,BCL2L1,Alveolar_Marcophage,up
FKBP152,2.48780675892918e-10,-0.773393348,0.078,0.115,1.24415216014048e-06,FKBP15,Alveolar_Marcophage,down
HCK1,2.79463879879935e-10,-0.728368828,0.108,0.149,1.39759886327956e-06,HCK,Alveolar_Marcophage,down
CD583,3.44640162937931e-10,0.577922163059325,0.139,0.097,1.72354545485259e-06,CD58,Alveolar_Marcophage,up
YWHAZ3,3.62061603009184e-10,0.315000560415519,0.341,0.279,1.81067007664893e-06,YWHAZ,Alveolar_Marcophage,up
RASSF42,4.44881491543249e-10,-0.567772364,0.198,0.244,2.22485233920779e-06,RASSF4,Alveolar_Marcophage,down
CBWD23,4.70332985309265e-10,-0.692304097,0.072,0.108,2.35213525953164e-06,CBWD2,Alveolar_Marcophage,down
LRP1,5.30784635191181e-10,0.395193072048345,0.209,0.159,2.6544539605911e-06,LRP1,Alveolar_Marcophage,up
CYCS3,5.50282139422469e-10,0.512834088932754,0.129,0.09,2.75196097925177e-06,CYCS,Alveolar_Marcophage,up
SND12,6.56801933024756e-10,-0.796468801,0.091,0.129,3.28466646705681e-06,SND1,Alveolar_Marcophage,down
LY963,6.5973214119691e-10,0.4586496219981,0.209,0.161,3.29932043812575e-06,LY96,Alveolar_Marcophage,up
DAP1,6.65358765923483e-10,0.496096783747793,0.228,0.179,3.32745918838334e-06,DAP,Alveolar_Marcophage,up
GPBP13,7.85383300329726e-10,0.541559457486131,0.115,0.078,3.92770188494896e-06,GPBP1,Alveolar_Marcophage,up
GIMAP42,1.20857177035635e-09,0.394620074381238,0.237,0.187,6.0440674235521e-06,GIMAP4,Alveolar_Marcophage,up
SEMA4D3,1.33223436316942e-09,-0.440050876,0.157,0.202,6.66250405021026e-06,SEMA4D,Alveolar_Marcophage,down
P2RX7,1.38665390813472e-09,-0.534871215,0.072,0.107,6.93465619458172e-06,P2RX7,Alveolar_Marcophage,down
CIITA2,1.69274105425064e-09,-0.340301114,0.26,0.311,8.46539801230745e-06,CIITA,Alveolar_Marcophage,down
EWSR12,1.75043211838575e-09,0.362148128303907,0.249,0.197,8.75391102404716e-06,EWSR1,Alveolar_Marcophage,up
VDAC12,1.75298792216459e-09,0.631805131109382,0.11,0.075,8.76669259874514e-06,VDAC1,Alveolar_Marcophage,up
IL10RB2,1.76546553441404e-09,0.531602557653367,0.12,0.083,8.8290931376046e-06,IL10RB,Alveolar_Marcophage,up
RBBP43,2.13638665020211e-09,-0.821431997,0.097,0.133,1.06840696376607e-05,RBBP4,Alveolar_Marcophage,down
SMARCA53,2.2584512351422e-09,0.510973120430291,0.136,0.097,1.12945146269462e-05,SMARCA5,Alveolar_Marcophage,up
SPPL2A3,2.41210034795485e-09,-0.615246494,0.144,0.186,1.20629138401222e-05,SPPL2A,Alveolar_Marcophage,down
BECN11,2.69058685837406e-09,0.574219603420238,0.124,0.087,1.34556248787287e-05,BECN1,Alveolar_Marcophage,up
LAMP23,3.10271871163481e-09,0.430418445196894,0.17,0.127,1.55166962768857e-05,LAMP2,Alveolar_Marcophage,up
ADGRE21,3.36604360563475e-09,-0.682922194,0.079,0.114,1.68335840717794e-05,ADGRE2,Alveolar_Marcophage,down
IKZF11,3.44425085064213e-09,0.513027443070478,0.108,0.074,1.72246985040613e-05,IKZF1,Alveolar_Marcophage,up
IL21R1,4.03630906816088e-09,-0.730263136,0.068,0.101,2.01855816498726e-05,IL21R,Alveolar_Marcophage,down
ATP5F1C1,4.32287849101589e-09,0.510016365346167,0.124,0.087,2.16187153335705e-05,ATP5F1C,Alveolar_Marcophage,up
CXCL103,5.76385827944963e-09,0.959771147012803,0.208,0.169,2.88250552555276e-05,CXCL10,Alveolar_Marcophage,up
PTGER42,6.7179445308555e-09,0.553508920415035,0.124,0.088,3.35964405988084e-05,PTGER4,Alveolar_Marcophage,up
GIMAP51,7.85891725854794e-09,-0.780687895,0.074,0.107,3.93024452099983e-05,GIMAP5,Alveolar_Marcophage,down
CCT51,7.97818389611813e-09,-0.70550957,0.095,0.131,3.98988976644867e-05,CCT5,Alveolar_Marcophage,down
HNMT2,9.04702852245604e-09,0.371309817582413,0.176,0.133,4.52441896408027e-05,HNMT,Alveolar_Marcophage,up
USP322,1.05607889742733e-08,0.595749134955499,0.111,0.077,5.28145056603407e-05,USP32,Alveolar_Marcophage,up
TRAFD12,1.08039489176395e-08,-0.529523842,0.076,0.11,5.40305485371153e-05,TRAFD1,Alveolar_Marcophage,down
ARRB22,1.18990047894341e-08,0.254743682592274,0.368,0.312,5.95069229519602e-05,ARRB2,Alveolar_Marcophage,up
LTBR3,1.218019631623e-08,0.381614714844638,0.121,0.085,6.09131617774663e-05,LTBR,Alveolar_Marcophage,up
SOST1,1.33022079548914e-08,-0.387439894,0.296,0.342,6.65243419824117e-05,SOST,Alveolar_Marcophage,down
NINJ12,1.75935602541718e-08,0.499565024621112,0.17,0.129,8.79853948311133e-05,NINJ1,Alveolar_Marcophage,up
STK403,2.13194711039848e-08,-0.793740015,0.076,0.108,0.000106618674991028,STK40,Alveolar_Marcophage,down
TBXAS1,3.04475164868461e-08,0.453616408706587,0.126,0.091,0.000152268029950717,TBXAS1,Alveolar_Marcophage,up
CBFB2,4.55447197432488e-08,0.423153808740852,0.134,0.098,0.000227769143435987,CBFB,Alveolar_Marcophage,up
TPCN12,5.21627546580734e-08,-0.749432403,0.072,0.102,0.000260865936045025,TPCN1,Alveolar_Marcophage,down
GPBP1L11,5.52778776933046e-08,0.426223930818171,0.123,0.088,0.000276444666344217,GPBP1L1,Alveolar_Marcophage,up
BCL2L22,5.95249486309941e-08,0.636164890416485,0.105,0.074,0.000297684268103602,BCL2L2,Alveolar_Marcophage,up
ROCK13,6.30615445314566e-08,0.33524808962537,0.122,0.088,0.000315370784201814,ROCK1,Alveolar_Marcophage,up
NRAS2,6.84501690061459e-08,0.50560857910244,0.1,0.069,0.000342319295199735,NRAS,Alveolar_Marcophage,up
ATF62,8.63841218181514e-08,0.450858126681589,0.118,0.085,0.000432006993212575,ATF6,Alveolar_Marcophage,up
SPI1,8.6536996657378e-08,0.363497459829587,0.2,0.157,0.000432771520283548,SPI1,Alveolar_Marcophage,up
PTP4A12,1.01969024139563e-07,0.479561042493574,0.101,0.07,0.000509947089721956,PTP4A1,Alveolar_Marcophage,up
ILF33,1.05818912650943e-07,-0.618604009,0.078,0.109,0.000529200382167368,ILF3,Alveolar_Marcophage,down
DAPK11,1.19393812205112e-07,0.415817035875385,0.109,0.077,0.000597088454837764,DAPK1,Alveolar_Marcophage,up
TKT3,1.28983253826412e-07,-0.477691918,0.173,0.212,0.000645045252385885,TKT,Alveolar_Marcophage,down
SNX12,1.36067279705682e-07,-0.634672294,0.1,0.133,0.000680472465808114,SNX1,Alveolar_Marcophage,down
C1RL3,1.82095352744293e-07,0.682261474441687,0.104,0.075,0.00091065885907421,C1RL,Alveolar_Marcophage,up
RAN1,1.83474085641731e-07,-0.527250051,0.155,0.192,0.000917553902294298,RAN,Alveolar_Marcophage,down
NCK11,2.20666329155923e-07,-0.650206515,0.097,0.129,0.00110355231210877,NCK1,Alveolar_Marcophage,down
SLC25A14,3.89511430059934e-07,0.426256512472498,0.123,0.091,0.00194794666172973,SLC25A1,Alveolar_Marcophage,up
MAN1A13,4.83846693192095e-07,-0.613857577,0.112,0.144,0.00241971731265367,MAN1A1,Alveolar_Marcophage,down
TPMT3,5.27628603300098e-07,0.34295227282033,0.119,0.087,0.00263867064510379,TPMT,Alveolar_Marcophage,up
ITGAX1,5.45396484967462e-07,-0.267722383,0.204,0.244,0.00272752782132228,ITGAX,Alveolar_Marcophage,down
PPP2CA3,5.51553513429083e-07,0.437660131521641,0.1,0.071,0.00275831912065884,PPP2CA,Alveolar_Marcophage,up
TMEM1093,6.01366417561574e-07,-0.599312576,0.09,0.12,0.00300743345422543,TMEM109,Alveolar_Marcophage,down
JDP2,8.49322394772494e-07,0.358923390716256,0.108,0.078,0.00424746129625724,JDP2,Alveolar_Marcophage,up
TNFRSF142,9.02142178164663e-07,-0.384684948,0.157,0.192,0.00451161303300148,TNFRSF14,Alveolar_Marcophage,down
HSPD13,9.02751266157661e-07,-0.446871054,0.124,0.157,0.00451465908205446,HSPD1,Alveolar_Marcophage,down
NCOR22,1.09780193642045e-06,0.261221094753933,0.205,0.165,0.00549010748403865,NCOR2,Alveolar_Marcophage,up
CD821,1.10016171688506e-06,-0.415948829,0.085,0.115,0.0055019087461422,CD82,Alveolar_Marcophage,down
GBA1,1.66040380762959e-06,0.327692229656486,0.103,0.075,0.00830367944195558,GBA,Alveolar_Marcophage,up
CYLD3,1.72163391018861e-06,-0.434019356,0.128,0.16,0.00860989118485323,CYLD,Alveolar_Marcophage,down
IFNGR2,1.83127850828525e-06,0.259854139591968,0.223,0.183,0.00915822381993453,IFNGR2,Alveolar_Marcophage,up
TLR1,2.19974475004587e-06,0.369242379915939,0.115,0.085,0.0110009234949794,TLR1,Alveolar_Marcophage,stable
HNRNPF3,2.29488259938015e-06,0.342392173622783,0.185,0.149,0.0114767078795001,HNRNPF,Alveolar_Marcophage,stable
LILRB11,3.08729341184913e-06,-0.517805116,0.106,0.135,0.0154395543526575,LILRB1,Alveolar_Marcophage,stable
PDE4B,4.66704912140908e-06,-0.582602043,0.077,0.103,0.0233399126561668,PDE4B,Alveolar_Marcophage,stable
SF3B13,5.08506401143326e-06,-0.334975778,0.156,0.188,0.0254304051211777,SF3B1,Alveolar_Marcophage,stable
HPCAL11,5.27407091778772e-06,0.371453050015103,0.11,0.082,0.0263756286598564,HPCAL1,Alveolar_Marcophage,stable
SDC33,6.02470457742524e-06,-0.678978672,0.155,0.183,0.0301295475917036,SDC3,Alveolar_Marcophage,stable
GLB13,6.30263977208544e-06,0.311128978280444,0.181,0.146,0.0315195015001993,GLB1,Alveolar_Marcophage,stable
CTNNB12,1.25137654478947e-05,-0.419881573,0.159,0.189,0.0625813410049213,CTNNB1,Alveolar_Marcophage,stable
SPIN13,1.82326273817365e-05,0.372182319191207,0.11,0.084,0.0911813695360641,SPIN1,Alveolar_Marcophage,stable
RAF13,1.83713937767279e-05,0.4850813452989,0.111,0.085,0.0918753402774161,RAF1,Alveolar_Marcophage,stable
PSMD33,2.29704661834621e-05,-0.517221751,0.087,0.112,0.114875301383494,PSMD3,Alveolar_Marcophage,stable
APOL61,2.33193801140973e-05,-0.396060247,0.139,0.168,0.1166202199506,APOL6,Alveolar_Marcophage,stable
CLPTM1L2,2.54228444333803e-05,-0.559317914,0.134,0.161,0.127139645011335,CLPTM1L,Alveolar_Marcophage,stable
PIM13,2.57086189205318e-05,0.570407170041122,0.105,0.081,0.12856880322158,PIM1,Alveolar_Marcophage,stable
PABPC43,2.59423267930932e-05,-0.535948361,0.121,0.148,0.129737576292259,PABPC4,Alveolar_Marcophage,stable
DNM23,3.4778529177366e-05,-0.514646509,0.153,0.181,0.173927424416008,DNM2,Alveolar_Marcophage,stable
TNFSF13B1,4.75293244413654e-05,0.319583961770892,0.145,0.117,0.237694151531268,TNFSF13B,Alveolar_Marcophage,stable
BLVRA2,4.81783317788881e-05,-0.49666158,0.08,0.104,0.240939837226219,BLVRA,Alveolar_Marcophage,stable
SMARCA23,4.90515498978131e-05,0.46877095020604,0.106,0.082,0.245306801038963,SMARCA2,Alveolar_Marcophage,stable
CD463,5.06094790488573e-05,0.349715595652752,0.149,0.12,0.253098004723335,CD46,Alveolar_Marcophage,stable
PDCD63,6.66612143726741e-05,0.377663625616376,0.101,0.077,0.333372733077743,PDCD6,Alveolar_Marcophage,stable
SIRPA3,7.03269049512585e-05,-0.346218054,0.354,0.374,0.351704851661244,SIRPA,Alveolar_Marcophage,stable
BLOC1S23,8.41951067449971e-05,0.353652695179805,0.106,0.082,0.421059728831731,BLOC1S2,Alveolar_Marcophage,stable
GHITM1,9.76350065992089e-05,-0.553304943,0.094,0.117,0.488272668002644,GHITM,Alveolar_Marcophage,stable
RASSF32,0.000113622646092769,0.374662232788227,0.164,0.136,0.568226853109935,RASSF3,Alveolar_Marcophage,stable
PSME33,0.000180401161368767,-0.354104941,0.084,0.106,0.902186208005206,PSME3,Alveolar_Marcophage,stable
LSM122,0.00019991548363215,0.446490889501118,0.101,0.08,0.99977733364438,LSM12,Alveolar_Marcophage,stable
P4HB1,0.000208159321403812,-0.351339456,0.377,0.395,1,P4HB,Alveolar_Marcophage,stable
UBE2D12,0.000265490158945711,0.44468310771729,0.123,0.1,1,UBE2D1,Alveolar_Marcophage,stable
NFE2L21,0.000366607659595517,0.36692579954227,0.217,0.188,1,NFE2L2,Alveolar_Marcophage,stable
TNFAIP81,0.000392826455606858,0.362921629553325,0.112,0.091,1,TNFAIP8,Alveolar_Marcophage,stable
NCOA42,0.000631130122859992,-0.337807993,0.201,0.226,1,NCOA4,Alveolar_Marcophage,stable
CSNK2B2,0.000632478258917935,0.260031735710418,0.203,0.176,1,CSNK2B,Alveolar_Marcophage,stable
CPSF61,0.000673977890071585,-0.449990411,0.082,0.101,1,CPSF6,Alveolar_Marcophage,stable
VASP2,0.000715540859818372,0.275461354249171,0.137,0.113,1,VASP,Alveolar_Marcophage,stable
ARF12,0.000756567666518629,-0.292946312,0.167,0.191,1,ARF1,Alveolar_Marcophage,stable
ATP5F1A3,0.000830883086401582,-0.360969449,0.214,0.235,1,ATP5F1A,Alveolar_Marcophage,stable
STAT33,0.00109300579034553,-0.27530087,0.12,0.141,1,STAT3,Alveolar_Marcophage,stable
NT5C23,0.00110548056063939,-0.340232664,0.094,0.114,1,NT5C2,Alveolar_Marcophage,stable
CPVL,0.00111174154067536,-0.42329773,0.094,0.113,1,CPVL,Alveolar_Marcophage,stable
DAP33,0.00123057169215566,-0.424975848,0.118,0.139,1,DAP3,Alveolar_Marcophage,stable
HADHB2,0.00124289770223799,0.30026823968915,0.113,0.093,1,HADHB,Alveolar_Marcophage,stable
IL182,0.00125333422761343,-0.538177351,0.09,0.108,1,IL18,Alveolar_Marcophage,stable
SMAP22,0.00133203543286846,-0.265065116,0.105,0.125,1,SMAP2,Alveolar_Marcophage,stable
ABI3,0.00155282589653104,-0.459963038,0.103,0.122,1,ABI3,Alveolar_Marcophage,stable
PRPF82,0.0017946244887057,-0.415312919,0.102,0.12,1,PRPF8,Alveolar_Marcophage,stable
WBP23,0.0020585467710333,0.27076194667075,0.13,0.109,1,WBP2,Alveolar_Marcophage,stable
CTBP11,0.00212398293541864,0.314018648286881,0.144,0.123,1,CTBP1,Alveolar_Marcophage,stable
TNIP1,0.00213187301548522,-0.25829297,0.143,0.163,1,TNIP1,Alveolar_Marcophage,stable
SAFB2,0.00214946686242518,-0.481973912,0.095,0.112,1,SAFB,Alveolar_Marcophage,stable
CDKN1B2,0.00267137262869942,-0.389911612,0.158,0.177,1,CDKN1B,Alveolar_Marcophage,stable
RAB8A1,0.00287936932327088,0.2549245105361,0.161,0.138,1,RAB8A,Alveolar_Marcophage,stable
SSB1,0.00294616852969125,-0.401695418,0.103,0.122,1,SSB,Alveolar_Marcophage,stable
PTPN14,0.00462985987669991,-0.294397609,0.179,0.198,1,PTPN1,Alveolar_Marcophage,stable
HADHA2,0.00602666760491084,-0.30909249,0.142,0.159,1,HADHA,Alveolar_Marcophage,stable
HYOU1,0.0068775426887106,-0.494225954,0.109,0.125,1,HYOU1,Alveolar_Marcophage,stable
FLOT23,0.00710173110680384,-0.388720761,0.097,0.113,1,FLOT2,Alveolar_Marcophage,stable
ANPEP3,0.0100017651052494,0.351208653373388,0.172,0.155,1,ANPEP,Alveolar_Marcophage,stable
XRCC53,0.0121561046896043,-0.416061702,0.093,0.106,1,XRCC5,Alveolar_Marcophage,stable
PRRC2A3,0.01379875230896,-0.42060188,0.105,0.119,1,PRRC2A,Alveolar_Marcophage,stable
FLII3,0.0148335182975214,-0.296777384,0.155,0.17,1,FLII,Alveolar_Marcophage,stable
HSPA93,0.0180922737365714,-0.276504154,0.159,0.175,1,HSPA9,Alveolar_Marcophage,stable
AKR1B13,0.0267782768453996,-0.364155427,0.128,0.141,1,AKR1B1,Alveolar_Marcophage,stable
LRRC593,0.0342820955237316,-0.365207667,0.099,0.11,1,LRRC59,Alveolar_Marcophage,stable
EIF3A1,0.0347389595330168,-0.291439122,0.132,0.145,1,EIF3A,Alveolar_Marcophage,stable
TSPAN141,0.0510347308369994,-0.315262865,0.157,0.168,1,TSPAN14,Alveolar_Marcophage,stable
HEXA,0.051380616776383,-0.311204547,0.239,0.248,1,HEXA,Alveolar_Marcophage,stable
NONO2,0.0790864218919362,-0.290922602,0.17,0.18,1,NONO,Alveolar_Marcophage,stable
ATXN2L2,0.0864713841398858,-0.374714607,0.112,0.121,1,ATXN2L,Alveolar_Marcophage,stable
NECTIN23,0.119034173638186,-0.250186859,0.106,0.114,1,NECTIN2,Alveolar_Marcophage,stable
CTNND13,0.119567177863005,-0.261124402,0.146,0.155,1,CTNND1,Alveolar_Marcophage,stable
SNX172,0.178939833353512,-0.292853181,0.095,0.101,1,SNX17,Alveolar_Marcophage,stable
UCP21,0.477368819455599,-0.334309256,0.14,0.142,1,UCP2,Alveolar_Marcophage,stable
SLC2A33,0.732991525387338,0.270967160515241,0.193,0.193,1,SLC2A3,Alveolar_Marcophage,stable
